"number","station_name","lat","lng","bike_stands","average_bike_stands","average_bikes"
111,"00111 - BD DES MINIMES - PASSERELLE",43.615273,1.442937,27,17.5923261390887,8.71382893685052
112,"00112  BRANLY - PLACE RUSSELL",43.585409,1.453014,20,9.13509192645883,9.03357314148681
113,"00113 - DUMÉRIL - LAMARCK",43.592349,1.449015,20,14.9200639488409,4.84012789768185
114,"00114 - MONTPLAISIR - CANAL",43.592296,1.457765,20,13.4196642685851,5.36850519584333
115,"00115 - DEMOISELLES - MISTRAL",43.590692,1.453224,18,8.78657074340528,7.46282973621103
117,"00117 - BILLIERES - ROGUET",43.596889,1.426109,20,11.9368505195843,7.39168665067946
118,"00118 - PLACE DU BUSCA",43.588588,1.451003,16,7.50679456434852,7.58033573141487
119,"00119 - BRIENNE - CHAPOU",43.610005,1.419568,24,12.9504396482814,10.4364508393285
120,"00120 - BARCELONE - SANIERES",43.610343,1.420407,18,10.427657873701,6.50279776179057
121,"00121 - SERRES - ARNAUD BERNARD",43.612627,1.438268,17,10.5747402078337,6.11590727418066
122,"00122 - PASSERELLE HAEDENS",43.613504,1.430339,19,11.0519584332534,7.8617106314948
123,"00123 - HOTEL DE POLICE",43.61497,1.432909,23,11.8689048760991,8.66266986410871
124,"00124 - EGLISE DES MINIMES",43.618287,1.436857,18,9.25579536370903,7.16227018385292
125,"00125 - BARRIERE DE PARIS MÉTRO",43.627017,1.434129,25,15.9272581934452,7.10871302957634
126,"00126 - BONNEFOY - ARAGO",43.616939,1.454243,22,10.0503597122302,11.6890487609912
127,"00127 - DEMOISELLES - BÉGUÉ - DAVID",43.589802,1.455967,15,7.77777777777778,6.48041566746603
129,"00129 - CROIX DE PIERRE TRAMWAY",43.585732,1.427853,16,7.94724220623501,7.21103117505995
130,"00130 - BILLIERES - PATTE D'OIE",43.596716,1.424382,15,7.3796962430056,6.86810551558753
131,"00131 - ROUTE DE BLAGNAC - BERNIES",43.611584,1.414669,19,8.11270983213429,10.7362110311751
132,"00132 - MINIMES - BAQUÉ",43.622966,1.434449,19,9.57074340527578,7.63629096722622
133,"00133 - MINIMES C.NOUGARO MÉTRO",43.620693,1.435612,22,15.6682653876898,4.41566746602718
134,"00134 - EGLISE BONNEFOY",43.619031,1.456759,19,7.11510791366906,10.1127098321343
135,"00135 - BONNEFOY - LEMAITRE",43.622963,1.458647,18,9.77458033573141,7.11830535571543
136,"00136 - FONTAINES - MILHES",43.60202,1.414772,15,6.02478017585931,5.79856115107914
137,"00137 - BRUNHES - FONTAINES",43.600473,1.420165,15,7.53557154276579,7.27897681854516
138,"00138 - BARRIERE DE BAYONNE",43.597908,1.420144,20,10.0983213429257,7.77378097521982
139,"00139 - BARRIERE DE LOMBEZ",43.595503,1.418503,25,13.1830535571543,8.75779376498801
140,"00140 - PLACE EMILE MALE",43.591661,1.418768,29,18.8345323741007,9.24700239808153
141,"00141 - FONTAINE LESTANG METRO",43.587389,1.417918,18,10.9088729016787,6.75699440447642
142,"00142 - LYCEE DEODAT DE SEVERAC",43.588046,1.42436,20,13.8745003996803,6.08473221422862
143,"00143 - DESBALS - SAINTONGE",43.581384,1.413607,20,12.1798561151079,6.64428457234213
144,"00144 - SUISSE - LAUSANNE",43.615988,1.42163,22,10.8089528377298,9.93205435651479
145,"00145 - GOUNOD - GARROS",43.613881,1.424953,20,6.775379696243,10.986410871303
146,"00146 - SANG DE SERP - DAGNAUX",43.61567,1.428308,20,9.00319744204636,10.6099120703437
147,"00147 - CHAUSSAS - DAUDET",43.619704,1.429176,19,7.68265387689848,10.2637889688249
148,"00148 - COLLIGNON - RAISIN",43.617712,1.445142,19,9.88409272581934,7.18225419664269
149,"00149 -BD DES MINIMES - RAISIN",43.61539,1.448573,22,12.2885691446843,7.86091127098321
150,"00150 - CURIE - CAMPISTRON",43.62563,1.439513,18,10.2430055955236,5.28057553956835
151,"00151 - CURIE - NEGRENEYS",43.624514,1.443326,24,14.5475619504396,9.24220623501199
152,"00152 - THÉATRE DES MAZADES",43.624114,1.438463,20,10.6682653876898,7.017585931255
153,"00153 - PLACE ANTONIN FROIDURE",43.628672,1.448469,18,8.53157474020783,9.27018385291767
154,"00154 - HOTEL DE REGION",43.589928,1.441706,19,10.0127897681855,7.7673860911271
155,"00155 - RÉCOLLETS - FERETRA",43.583787,1.443299,20,7.69144684252598,10.5435651478817
156,"00156 - EMPALOT - MÉTRO",43.579666,1.44184,18,9.52997601918465,6.50759392486011
157,"00157 - URSS - PEYROUSET",43.58295,1.448578,19,8.85691446842526,9.13429256594724
158,"00158 - URSS - MARAN",43.580915,1.449198,20,11.85931254996,6.31574740207834
159,"00159 - SAINT - AGNE GARE",43.578572,1.450234,20,14.8737010391687,4.41007194244604
160,"00160 - THEATRE JULES JULIEN",43.57337,1.452405,17,8.16466826538769,7.72901678657074
161,"00161 - AV . DE RANGUEIL  - BEDOUCE",43.576773,1.454742,15,7.62350119904077,7.2326139088729
162,"00162 - PLACE D'ITALIE",43.580296,1.45486,17,9.0775379696243,6.47961630695444
163,"00163 - BEDOUCE - MARNE",43.581506,1.462341,20,10.7434052757794,8.07274180655476
164,"00164 - SAOUZELONG - MÉTRO",43.579846,1.460126,20,12.6298960831335,7.14228617106315
165,"00165 -  AVIONS - LIBELLULES",43.57688,1.460189,15,7.16227018385292,6.75459632294165
166,"00166 - RANGUEIL - MÉTRO",43.57421,1.462367,20,11.3749000799361,6.64908073541167
167,"00167 - LAPUJADE - FLANDRES",43.624202,1.454685,18,7.36370903277378,9.77937649880096
168,"00168 - PLACE BILA",43.626597,1.458835,20,13.255795363709,6.45403677058353
169,"00169 - ALBI - AVRANCHES",43.632532,1.463081,17,7.20463629096723,8.26139088729017
170,"00170 - ALBI - NICOL",43.635586,1.464289,17,11.7977617905675,5.00639488409273
171,"00171 - ALBI - PELET",43.641034,1.466458,17,7.02078337330136,9.94964028776978
172,"00172 - NETWILLER - EBELOT",43.642859,1.461124,20,14.5283772981615,5.28617106314948
173,"00173 - BOURGES - MAUNOURY - SÉGLA",43.633171,1.450638,19,7.88649080735412,10.0023980815348
174,"00174 - BOURGES - MAUNOURY - MÉLAT",43.63694,1.452615,19,13.2677857713829,5.47482014388489
175,"00175 - BORDEROUGE - MÉTRO",43.639633,1.452569,30,22.3541167066347,6.21822541966427
176,"00176 - CIMETIERE COMPANS",43.606701,1.458143,18,14.7170263788969,3.23661071143086
177,"00177 - BRUNAUD - BAILLAUD",43.617458,1.465428,20,15.2685851318945,3.97521982414069
178,"00178 - BRUNAUD - PLANA",43.619291,1.468681,20,15.6099120703437,4.30695443645084
179,"00179 - PLANA - CASSAING",43.616938,1.473616,17,9.57074340527578,6.25259792166267
180,"00180 - PLACE DE SOUPETARD",43.612162,1.477347,18,10.1726618705036,6.8792965627498
181,"00181 - PLANA - GARNIER",43.609275,1.479898,17,9.61550759392486,7.27018385291767
182,"00182 - CHAUBET - PLANA",43.60592,1.481742,20,11.4476418864908,7.97921662669864
183,"00183 - RUE DE CUGNAUX - GRAVETTE",43.593147,1.424313,18,10.5131894484412,6.93205435651479
184,"00184 - MICHOUN - HYERES",43.62724,1.469293,20,12.1007194244604,6.72901678657074
185,"00185 - ROUBICHOU - ARLES",43.627108,1.465538,15,7.15187849720224,7.20303756994404
186,"00186 - DESBALS - BOUALAM",43.579171,1.410939,18,8.49800159872102,6.30375699440448
187,"00187 - DESBALS - FIEUX",43.58456,1.415683,17,8.47322142286171,8.37809752198241
188,"00188 - AV. DE MURET - LAFAGE",43.584339,1.427597,20,13.4068745003997,5.54036770583533
189,"00189 - AV. DE MURET - BOUTINON",43.581793,1.425738,19,12.9616306954436,4.82174260591527
190,"00190 - ESPAGNE - OUSTALOUS",43.577437,1.423953,20,11.0159872102318,6.74500399680256
191,"00191 - JARDIN DU PECH",43.590046,1.415246,18,7.84012789768185,10.1358912869704
192,"00192 - RE DE ST - SIMON - PRADO",43.587845,1.409785,20,9.82094324540368,10.0743405275779
193,"00193 - LOMBEZ - PETITE VITESSE",43.59487,1.415088,20,13.1638689048761,5.5603517186251
194,"00194 - LOMBEZ - HIPPODROME",43.593979,1.410311,20,15.652278177458,3.98001598721023
195,"00195 - RIEUX - CHANT DU MERLE",43.597355,1.459063,18,11.8601119104716,5.12390087929656
196,"00196 - PUJOL - GOUJON",43.601719,1.458019,20,16.0631494804157,2.72342126298961
197,"00197 - PUJOL - PÉRIGNON",43.600361,1.464039,20,14.2414068745004,3.96163069544364
198,"00198 - DELTOUR - LAFILAIRE",43.596193,1.473375,20,12.2869704236611,5.42046362909672
199,"00199 - DELTOUR - RIEUX",43.591484,1.470014,22,15.5315747402078,4.32853717026379
201,"00201 - SAINT-EXUPERY - POTEZ",43.579763,1.480838,18,9.68505195843325,7.17745803357314
202,"00202 - SAINT-EXUPERY - BUTTE",43.581632,1.475865,17,12.1334932054357,4.36450839328537
203,"00203 - ST-EXUPERY - PETIT PRINCE",43.58355,1.470033,20,11.2749800159872,8.59632294164668
204,"00204 - PLACE ROGER ARNAUD",43.586859,1.463178,18,7.76978417266187,9.41886490807354
205,"00205 - RIEUX - COTTAGES",43.585924,1.475057,18,11.7498001598721,6.08153477218225
206,"00206 - RIEUX - LEYGUE",43.594117,1.465197,18,10.9312549960032,6.29256594724221
207,"00207 - MAL CLABEL - AUDE",43.583202,1.481757,17,13.2853717026379,3.70423661071143
209,"00209 - BAROUX - DARASSE",43.589557,1.4789,18,9.41486810551559,7.18385291766587
210,"00210 - TERRASSE - MONT VENTOUX",43.586086,1.482942,18,12.5499600319744,4.38529176658673
211,"00211 - LA TERRASSE - LEDORMEUR",43.583511,1.487795,18,10.2150279776179,7.74660271782574
212,"00212 - CHIRAC - CHAUMIERE",43.6152,1.465444,17,0,0
213,"00213 - PUJOL - CHAUBET",43.600704,1.467249,17,10.5419664268585,5.75299760191846
214,"00214 - CASTRES - ACHIARY",43.600828,1.473579,17,11.0071942446043,5.90247801758593
215,"00215 - ARGOULETS MÉTRO",43.623823,1.475935,20,14.5219824140687,5.07114308553157
216,"00216 - ARGOULETS - HOUDON",43.622823,1.474083,17,11.8169464428457,5.16466826538769
217,"00217 - AMOUROUX - ST-TROPEZ",43.629655,1.466259,18,9.3876898481215,8.34292565947242
218,"00218 - AMOUROUX - STE - AUGUSTINE",43.627643,1.461861,18,10.5163868904876,7.3876898481215
219,"00219 - RTE DE BLAGNAC - PUCCINI",43.614514,1.411161,18,8.79136690647482,8.72821742605915
220,"00220 -  MIRAIL UNIVERSITÉ MÉTRO",43.574466,1.402211,19,9.32294164668265,9.11270983213429
221,"00221 - AV. DE REYNERIE - VAUQUELIN",43.576221,1.406355,20,9.45403677058353,10.0607513988809
222,"00222 - ROCHE - LAAS",43.563894,1.474416,19,11.6570743405276,6.10631494804157
223,"00223 - BELIN - ROCHE",43.565079,1.478297,22,15.572342126299,6.09032773780975
224,"00224 - BELIN - SUPAERO",43.56644,1.475301,20,14.6306954436451,5.36290967226219
225,"00225 - BELIN - ONERA",43.570117,1.473463,20,12.0591526778577,7.10631494804157
